Art,TÍTULO,CAPÍTULO,DESCRIÇÃO,TIPO DE PENA,REGIME INICIAL EM REGRA,MIN-ANOS,MAX-ANOS,MIN-DIAS,MAX-DIAS,DIF ABSOLUTA,DIF RELATIVA,MULTA,HEDIONDO,JECRIM/TRANSAÇÃO,SURSIS,OTHER
277,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Resistência,detenção,ABERTO,0.1643835616,2,60,730,670,12.16666667,0,,1,1,
286,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Inutilização de edital ou de sinal,detenção ou multa,ABERTO,0.08219178082,1,30,365,335,12.16666667,0,,1,1,
279,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Desobediência,detenção,ABERTO,0.04109589041,0.4931506849,15,180,165,12,1,,1,1,
254,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Modificação ou alteração não autorizada de sistema de informações,detenção,ABERTO,0.2465753425,2,90,730,640,8.111111111,1,,1,1,
275,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Usurpação de função pública,detenção,ABERTO,0.2465753425,2,90,730,640,8.111111111,1,,1,1,
300,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Fraude processual,detenção,ABERTO,0.2465753425,2,90,730,640,8.111111111,1,,1,1,
294,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Auto-acusação falsa,detenção ou multa,ABERTO,0.2465753425,2,90,730,640,8.111111111,0,,1,1,
313,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Desobediência a decisão judicial sobre perda ou suspensão de direito,detenção ou multa,ABERTO,0.2465753425,2,90,730,640,8.111111111,0,,1,1,
289,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO PÚBLICA ESTRANGEIRA,Corrupção ativa em transação comercial internacional,reclusão,ABERTO ou SEMI-ABERTO,1,8,365,2920,2555,8,1,,,1,
267,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Violência arbitrária,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,0,,,1,além da pena correspondente à violência
308,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Patrocínio infiel,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,1,,,1,
309,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Patrocínio simultâneo ou tergiversação,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,1,,,1,
310,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Sonegação de papel ou objeto de valor probatório,detenção,ABERTO,0.4931506849,3,180,1095,915,6.083333333,1,,,1,
312,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Violência ou fraude em arrematação judicial,detenção ou multa,ABERTO,0.1643835616,1,60,365,305,6.083333333,0,,1,1,além da pena correspondente à violência
250,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Peculato,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",2,12,730,4380,3650,6,1,,,,
253,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Inserção de dados falsos em sistema de informações,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",2,12,730,4380,3650,6,1,,,,
257,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Concussão,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",2,12,730,4380,3650,6,1,,,,
259,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Excesso de exação (desvio),reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",2,12,730,4380,3650,6,1,,,,
260,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Corrupção passiva,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",2,12,730,4380,3650,6,1,,,,
282,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Corrupção ativa,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",2,12,730,4380,3650,6,1,,,,
301,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Favorecimento pessoal,detenção,ABERTO,0.08219178082,0.4931506849,30,180,150,6,1,,1,1,
303,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Favorecimento real,detenção,ABERTO,0.08219178082,0.4931506849,30,180,150,6,1,,1,1,
293,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Comunicação falsa de crime ou de contravenção,detenção ou multa,ABERTO,0.08219178082,0.4931506849,30,180,150,6,0,,1,1,
302,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Favorecimento pessoal em crime em que não é cominada pena de reclusão,detenção,ABERTO,0.04109589041,0.2465753425,15,90,75,6,1,,1,1,
311,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Exploração de prestígio,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,1,,,1,
299,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Exercício arbitrário das próprias razões (danificar),detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,1,,1,1,
304,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Fuga de pessoa presa ou submetida a medida de segurança,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
307,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Motim de presos,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,além da pena correspondente à violência
315,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Inscrição de despesas não empenhadas em restos a pagar,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
319,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Não cancelamento de restos a pagar,detenção,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
272,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,se o fato não constitui crime mais grave
280,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Desacato,detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
285,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,"Impedimento, perturbação ou fraude de concorrência",detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,além da pena correspondente à violência
251,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Peculato (culposo),detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
263,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Prevaricação,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
266,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Advocacia administrativa com interesse ilegítimo,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
269,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Abandono de função com resultado prejuízo público,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
274,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Violação do sigilo de proposta de concorrência,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,1,,1,1,
305,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Evasão mediante violência contra a pessoa,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,além da pena correspondente à violência
318,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Prestação de garantia graciosa,detenção,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
261,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,"Se o funcionário pratica, deixa de praticar ou retarda ato de ofício, com infração de dever funcional, cedendo a pedido ou influência de outrem",detenção ou multa,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
292,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Denunciação caluniosa,reclusão,ABERTO ou SEMI-ABERTO,2,8,730,2920,2190,4,1,,,,
252,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Peculato mediante erro de outrem,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
255,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,"Extravio, sonegação ou inutilização de livro ou documento",reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,se o fato não constitui crime mais grave
283,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Descaminho,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
291,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Reingresso de estrangeiro expulso,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,sem prejuízo de nova expulsão após o cumprimento da pena
297,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Coação no curso do processo,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,além da pena correspondente à violência
306,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Arrebatamento de preso,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,além da pena correspondente à violência
316,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Assunção de obrigação no último ano do mandato ou legislatura,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
317,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Ordenação de despesa não autorizada,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
320,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Aumento de despesa total com pessoal no último ano do mandato ou legislatura,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
321,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Oferta pública ou colocação de títulos no mercado,reclusão,ABERTO,1,4,365,1460,1095,4,0,,,1,
273,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Violação de sigilo funcional com resultado danos à administração pública ou outrem,reclusão,ABERTO ou SEMI-ABERTO,2,6,730,2190,1460,3,1,,,,
270,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Abandono de função em local compreendido na faixa de fronteira,detenção,ABERTO,1,3,365,1095,730,3,1,,,1,
278,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Resistência com resultado não execução do ato legal,reclusão,ABERTO,1,3,365,1095,730,3,0,,,1,
256,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Emprego irregular de verbas ou rendas públicas,detenção ou multa,ABERTO,0.08219178082,0.2465753425,30,90,60,3,0,,1,1,
265,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Advocacia administrativa,detenção ou multa,ABERTO,0.08219178082,0.2465753425,30,90,60,3,0,,1,1,
258,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Excesso de exação,reclusão,ABERTO ou SEMI-ABERTO,3,8,1095,2920,1825,2.666666667,1,,,,
262,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Facilitação de contrabando ou descaminho,reclusão,ABERTO ou SEMI-ABERTO,3,8,1095,2920,1825,2.666666667,1,,,,
276,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Usurpação de função pública com resultado vantagem,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
281,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Tráfico de Influência,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
284,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Contrabando,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,0,,,,
287,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Subtração ou inutilização de livro ou documento,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,0,,,,se o fato não constitui crime mais grave
288,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,Sonegação de contribuição previdenciária,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
290,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO PÚBLICA ESTRANGEIRA,Tráfico de influência em transação comercial internacional,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
295,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Falso testemunho ou falsa perícia,reclusão,ABERTO,2,4,730,1460,730,2,1,,,,
314,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA AS FINANÇAS PÚBLICAS,Contratação de operação de crédito,reclusão,ABERTO,1,2,365,730,365,2,0,,1,1,
264,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Condescendência criminosa,detenção ou multa,ABERTO,0.04109589041,0.08219178082,15,30,15,2,0,,1,1,
268,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Abandono de função,detenção ou multa,ABERTO,0.04109589041,0.08219178082,15,30,15,2,0,,1,1,
271,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES PRATICADOS POR FUNCIONÁRIO PÚBLICO CONTRA A ADMINISTRAÇÃO EM GERAL,Exercício funcional ilegalmente antecipado ou prolongado,detenção ou multa,ABERTO,0.04109589041,0.08219178082,15,30,15,2,0,,1,1,
298,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Exercício arbitrário das próprias razões,detenção ou multa,ABERTO,0.04109589041,0.08219178082,15,30,15,2,0,,1,1,além da pena correspondente à violência
296,DOS CRIMES CONTRA A ADMINISTRAÇÃO PÚBLICA,DOS CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA,Oferecer vantagem à testemunha ou perito,reclusão,ABERTO,3,4,1095,1460,365,1.333333333,1,,,,
123,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES CONTRA A LIBERDADE SEXUAL,Importunação sexual,reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,0,,,1,se o ato não constitui crime mais grave
132,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES SEXUAIS CONTRA VULNERÁVEL,"Divulgação de cena de estupro ou de cena de estupro de vulnerável, de cena de sexo ou de pornografia",reclusão,ABERTO ou SEMI-ABERTO,1,5,365,1825,1460,5,0,,,1,se o fato não constitui crime mais grave
145,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO ULTRAJE PÚBLICO AO PUDOR,Escrito ou objeto obsceno,detenção ou multa,ABERTO,0.4931506849,2,180,730,550,4.055555556,0,,1,1,
144,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO ULTRAJE PÚBLICO AO PUDOR,Ato obsceno,detenção ou multa,ABERTO,0.2465753425,1,90,365,275,4.055555556,0,,1,1,
135,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Mediação para servir a lascívia de outrem com emprego de violência,reclusão,ABERTO ou SEMI-ABERTO,2,8,730,2920,2190,4,0,,,,além da pena correspondente à violência
142,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,"Rufianismo mediante violência, ameaça ou fraude",reclusão,ABERTO ou SEMI-ABERTO,2,8,730,2920,2190,4,0,,,,sem prejuízo da pena correspondente à violência
140,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Rufianismo,reclusão,ABERTO,1,4,365,1460,1095,4,1,,,1,
122,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES CONTRA A LIBERDADE SEXUAL,Violação sexual mediante fraude,reclusão,ABERTO ou SEMI-ABERTO,2,6,730,2190,1460,3,0,,,,
133,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Mediação para servir a lascívia de outrem,reclusão,ABERTO,1,3,365,1095,730,3,0,,,1,
137,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Favorecimento da prostituição ou outra forma de exploração sexual perpetrado por agente com dever de cuidado,reclusão,ABERTO ou SEMI-ABERTO,3,8,1095,2920,1825,2.666666667,0,,,,
121,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES CONTRA A LIBERDADE SEXUAL,Estupro com resultado morte,reclusão,FECHADO,12,30,4380,10950,6570,2.5,0,1,,,
128,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES SEXUAIS CONTRA VULNERÁVEL,Estupro de vulnerável com resultado morte,reclusão,FECHADO,12,30,4380,10950,6570,2.5,0,1,,,
131,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES SEXUAIS CONTRA VULNERÁVEL,Favorecimento da prostituição ou de outra forma de exploração sexual de criança ou adolescente ou de vulnerável.,reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,10,1460,3650,2190,2.5,0,1,,,
138,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,"Favorecimento da prostituição ou outra forma de exploração sexual com emprego de violência, ameaça ou fraude",reclusão,"ABERTO, SEMI-ABERTO ou FECHADO",4,10,1460,3650,2190,2.5,0,,,,além da pena correspondente à violência
129,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DOS CRIMES SEXUAIS CONTRA VULNERÁVEL,Corrupção de menores,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,0,,,,
134,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Mediação para servir a lascívia de outrem com vítima menor de 18 e maior de 14 anos,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,0,,,,
136,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Favorecimento da prostituição ou outra forma de exploração sexual,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
139,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Casa de prostituição,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
143,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DO LENOCÍNIO E DO TRÁFICO DE PESSOA PARA FIM DE PROSTITUIÇÃO OU OUTRA FORMA DE EXPLORAÇÃO SEXUAL,Promoção de migração ilegal,reclusão,ABERTO ou SEMI-ABERTO,2,5,730,1825,1095,2.5,1,,,,
125,DOS CRIMES CONTRA A DIGNIDADE SEXUAL,DA EXPOSIÇÃO DA INTIMIDADE SEXUAL,Registro não autorizado da intimidade sexual,detenção,ABERTO,0.4931506849,1,180,365,185,2.027777778,1,,1,1,
